from,to,time
L387,L157,36.5947784392
L392,L157,24.6438463905
L393,L157,25.3320341569
L402,L157,27.9938900274
L408,L157,21.6800051059
L411,L157,20.1518994368
L412,L157,17.8434423013
L418,L157,16.0558504993
L423,L157,14.525745836
L430,L157,14.6747760774
L431,L157,15.8609052985
L437,L157,17.3382330228
L444,L157,18.5481098409
L445,L157,20.5520537616
L469,L157,25.0980703847
L483,L157,25.7790209161
L493,L157,24.5370001274
L495,L157,24.8572434373
L496,L157,25.3764543529
L511,L157,26.1451785353
L527,L157,47.9124075127
L529,L157,46.0325653022
L530,L157,43.5480804664
L540,L157,41.8803551195
L543,L157,28.9935051596
L554,L157,29.3777537384
L556,L157,27.7783653759
L560,L157,33.4896576872
L0,L157,35.86035255
L7,L159,48.1481732554
L18,L159,48.343681174
L26,L159,64.2877045179
L33,L159,55.1348536257
L36,L159,48.1649180849
L38,L159,43.7122627186
L57,L159,39.8899777828
L62,L159,35.1425870308
L63,L159,31.9292684659
L70,L159,27.66477175
L75,L159,25.1755636966
L76,L159,20.1825181759
L77,L159,17.0073970828
L78,L159,15.5002183871
L79,L159,10.8932135653
L80,L159,8.50392198935
L81,L159,63.7824140476
L82,L159,42.8965733286
L91,L159,41.1957092023
L93,L159,44.5305727013
L99,L159,54.5078579677
L102,L159,51.8477881671
L103,L159,47.9877980006
L106,L159,44.2787968196
L113,L159,69.028595085
L116,L159,36.9103277035
L122,L159,35.319592915
L128,L159,33.6245879079
L134,L159,32.0540709799
L135,L159,31.8832021591
L138,L159,30.960234134
L139,L159,29.1612811513
L141,L159,27.3434465607
L145,L159,25.3555829794
L146,L159,22.5224184434
L147,L159,20.4015735072
L150,L159,18.279277786
L151,L159,26.9860215866
L153,L159,8.16420708698
L154,L159,19.3503702851
L155,L159,15.8294249818
L156,L159,21.5302799807
L157,L159,24.066171665
L159,L159,0
L162,L159,11.940926421
L168,L159,6.26874703593
L171,L159,15.3572659839
L173,L159,13.0301290115
L178,L159,10.4531478579
L179,L159,8.29047316719
L185,L159,19.3397460298
L186,L159,17.2456620715
L191,L159,23.0751547118
L203,L159,35.4570450304
L206,L159,37.385923596
L213,L159,38.8882257768
L222,L159,40.6603862984
L227,L159,42.5389909742
L229,L159,51.625400815
L231,L159,14.3831614171
L246,L159,12.6059459138
L247,L159,15.6287928868
L249,L159,17.5858124038
L252,L159,21.5876098754
L262,L159,22.0256186166
L271,L159,23.2467984386
L273,L159,24.6262192676
L274,L159,28.8826189011
L292,L159,30.6913596551
L299,L159,32.409209135
L309,L159,34.764349016
L310,L159,36.2678037636
L313,L159,42.9542976572
L315,L159,45.0452823663
L321,L159,46.7742294137
L323,L159,48.8845840015
L328,L159,42.3544220074
L333,L159,39.7409994369
L334,L159,36.0321902455
L336,L159,36.2178022411
L338,L159,36.9156709266
L349,L159,36.7930188166
L355,L159,10.831129312
L361,L159,31.3280681944
L365,L159,58.1135793006
L370,L159,23.3653735126
L371,L159,53.1827793627
L375,L159,18.0680834808
L382,L159,20.9191528733
L385,L159,56.0296279035
L387,L159,51.1104410243
L392,L159,6.8049797773
L393,L159,8.48140435201
L402,L159,13.4915203383
L408,L159,9.63719616795
L411,L159,11.0991929677
L412,L159,13.6648260088
L418,L159,16.0217525357
L423,L159,18.5567586518
L430,L159,24.8247322307
L431,L159,26.957153735
L437,L159,28.8742936775
L444,L159,30.2598434706
L445,L159,32.6195474515
L469,L159,37.4756355446
L483,L159,23.4386661465
L493,L159,24.3295340206
L495,L159,25.9819226352
L496,L159,27.7658445698
L511,L159,29.3825759792
L527,L159,50.9467713073
L529,L159,49.3557792451
L530,L159,47.0610966579
L540,L159,45.5390912652
L543,L159,13.2988020689
L554,L159,12.0957056122
L556,L159,15.1924840439
L560,L159,33.6422334181
L0,L159,37.9497445001
L7,L162,52.2514628945
L18,L162,52.8082327058
L26,L162,71.1998991224
L33,L162,62.0358823978
L36,L162,55.0523137224
L38,L162,50.587133882
L57,L162,46.750224953
L62,L162,41.9948383726
L63,L162,38.7752349728
L70,L162,34.4738997583
L75,L162,31.9526187365
L76,L162,26.8885443472
L77,L162,23.5316203306
L78,L162,21.241950892
L79,L162,16.6213702598
L80,L162,8.83316940807
L81,L162,69.567432412
L82,L162,49.1514310926
L91,L162,47.3866604331
L93,L162,50.841545087
L99,L162,59.7447946737
L102,L162,57.1705062668
L103,L162,53.5095989477
L106,L162,49.9943309503
L113,L162,75.9450757578
L116,L162,41.3467433317
L122,L162,40.0747774834
L128,L162,38.5884270037
L134,L162,37.2160722085
L135,L162,37.4477128708
L138,L162,35.9408560497
L139,L162,33.7987538102
L141,L162,31.6121904966
L145,L162,29.5376815828
L146,L162,26.6890190149
L147,L162,24.5547331483
L150,L162,22.503749485
L151,L162,33.2314813122
L153,L162,13.4201995115
L154,L162,12.5826818764
L155,L162,9.00913323009
L156,L162,27.4186557322
L157,L162,30.1939086614
L159,L162,11.940926421
L162,L162,0
L168,L162,13.1391096962
L171,L162,21.8842726509
L173,L162,19.6206946342
L178,L162,17.282281821
L179,L162,15.1163810953
L185,L162,25.8035864568
L186,L162,23.7349723142
L191,L162,29.485587118
L203,L162,42.3150810963
L206,L162,44.279595682
L213,L162,45.8118032603
L222,L162,47.5987917879
L227,L162,49.4796475477
L229,L162,58.4333196958
L231,L162,15.5292713669
L246,L162,15.6935676681
L247,L162,22.4186485556
L249,L162,24.440001679
L252,L162,28.4964474834
L262,L162,28.9593982726
L271,L162,30.1869836074
L273,L162,31.56562077
L274,L162,35.8185671581
L292,L162,37.6247696694
L299,L162,39.3422824606
L309,L162,41.7035988509
L310,L162,43.2086525984
L313,L162,49.8930743177
L315,L162,51.9852110144
L321,L162,53.714960906
L323,L162,55.8254982378
L328,L162,48.1635798915
L333,L162,45.623240358
L334,L162,42.0388599301
L336,L162,42.3611026956
L338,L162,43.2789285761
L349,L162,43.3715579492
L355,L162,12.0351025089
L361,L162,37.559695432
L365,L162,64.7842140203
L370,L162,30.2258694039
L371,L162,60.1193285489
L375,L162,14.0189478813
L382,L162,17.3606511181
L385,L162,62.9548497692
L387,L162,58.0510413766
L392,L162,10.7108186629
L393,L162,9.87538421813
L402,L162,10.5621271205
L408,L162,16.4046674532
L411,L162,17.9902400558
L412,L162,20.604411664
L418,L162,22.959406515
L423,L162,25.4828661241
L430,L162,31.7540498912
L431,L162,33.8911906722
L437,L162,35.8128885072
L444,L162,37.200355677
L445,L162,39.5603955187
L469,L162,44.4113844164
L483,L162,29.4668218469
L493,L162,30.6400528756
L495,L162,32.3633866194
L496,L162,34.2076474948
L511,L162,35.8492682247
L527,L162,56.7079907809
L529,L162,55.2041929648
L530,L162,52.9935624709
L540,L162,51.5317546483
L543,L162,16.3308131988
L554,L162,14.0942646881
L556,L162,19.5529496829
L560,L162,39.4093394938
L0,L162,43.8905634558
L7,L168,47.1356073207
L18,L168,47.279657923
L26,L168,63.0651355246
L33,L168,53.9063957356
L36,L168,46.9306009064
L38,L168,42.4734363954
L57,L168,38.6466568203
L62,L168,33.8968035658
L63,L168,30.6816205009
L70,L168,26.4093592897
L75,L168,23.915258101
L76,L168,18.9154622377
L77,L168,15.7423658431
L78,L168,14.3440732498
L79,L168,9.8301286919
L80,L168,9.54214577484
L81,L168,62.5550510673
L82,L168,41.6376801152
L91,L168,39.9411139211
L93,L168,43.2684516359
L99,L168,53.3401869317
L102,L168,50.6715857867
L103,L168,46.7914059422
L106,L168,43.0639455211
L113,L168,67.8086643619
L116,L168,35.8673977207
L122,L168,34.2336435569
L128,L168,32.5125107863
L134,L168,30.9177121539
L135,L168,30.6952060875
L138,L168,29.8515112254
L139,L168,28.1086716496
L141,L168,26.3568089266
L145,L168,24.3940976926
L146,L168,21.5839236624
L147,L168,19.4862317332
L150,L168,17.3781186306
L151,L168,26.2002405024
L153,L168,7.59129677864
L154,L168,20.5953292639
L155,L168,17.0624462117
L156,L168,20.9083761595
L157,L168,23.3385294745
L159,L168,6.26874703593
L162,L168,13.1391096962
L168,L168,0
L171,L168,14.5281937303
L173,L168,12.2025451262
L178,L168,9.49492818276
L179,L168,7.4440163494
L185,L168,18.5030704079
L186,L168,16.4145429973
L191,L168,22.2399771221
L203,L168,34.3729158079
L206,L168,36.2737678334
L213,L168,37.7456609685
L222,L168,39.4919888723
L227,L168,41.3517329272
L229,L168,50.3720571791
L231,L168,15.1142370098
L246,L168,13.0552288829
L247,L168,14.6346566671
L249,L168,16.531280743
L252,L168,20.4723873913
L262,L168,20.874347906
L271,L168,22.0590259772
L273,L168,23.4347589294
L274,L168,27.6821768759
L292,L168,29.4867562264
L299,L168,31.2040768772
L309,L168,33.5711611471
L310,L168,35.0831137387
L313,L168,41.7844908422
L315,L168,43.8710153691
L321,L168,45.5948999347
L323,L168,47.7022673355
L328,L168,41.1312195256
L333,L168,38.5120728539
L334,L168,34.7937402651
L336,L168,34.96802726
L338,L168,35.6520819636
L349,L168,35.5242971915
L355,L168,11.031304526
L361,L168,30.5333505983
L365,L168,57.1182424973
L370,L168,22.2913739489
L371,L168,52.0177634501
L375,L168,19.2682285762
L382,L168,22.0610403625
L385,L168,54.8822633386
L387,L168,49.9319523325
L392,L168,8.02637089558
L393,L168,9.69345245706
L402,L168,14.6943693491
L408,L168,8.36853949424
L411,L168,9.85876795195
L412,L168,12.4794959574
L418,L168,14.8672826857
L423,L168,17.4231694084
L430,L168,23.6796226017
L431,L168,25.8024273279
L437,L168,27.7076706984
L444,L168,29.084373791
L445,L168,31.4352713954
L469,L168,36.2744204373
L483,L168,22.2094141687
L493,L168,23.0731546998
L495,L168,24.7200680164
L496,L168,26.5004686673
L511,L168,28.115967592
L527,L168,49.7247743864
L529,L168,48.126209562
L530,L168,45.8248148466
L540,L168,44.2981965537
L543,L168,12.8155657873
L554,L168,11.9523406006
L556,L168,14.3246027202
L560,L168,32.4290645692
L0,L168,36.7162616905
L7,L171,48.1337288412
L18,L171,47.6035125726
L26,L171,55.7068855528
L33,L171,46.7358553642
L36,L171,39.9738755958
L38,L171,35.7056119566
L57,L171,32.0931047375
L62,L171,27.5701789178
L63,L171,24.5629550455
L70,L171,20.9077216315
L75,L171,18.9485067359
L76,L171,15.4989361884
L77,L171,14.6790850069
L78,L171,16.8650942027
L79,L171,15.608032817
L80,L171,18.8477048021
L81,L171,59.5191379761
L82,L171,37.8113802007
L91,L171,36.404884562
L93,L171,39.1847494662
L99,L171,51.8451754405
L102,L171,49.0655390185
L103,L171,44.8496115125
L106,L171,40.7826949252
L113,L171,60.3754569061
L116,L171,36.889433126
L122,L171,34.75291951
L128,L171,32.7416680541
L134,L171,30.8591965275
L135,L171,29.6663613286
L138,L171,30.3175488661
L139,L171,29.5042632907
L141,L171,28.6933063632
L145,L171,27.1911708246
L146,L171,24.9401360955
L147,L171,23.3566507023
L150,L171,21.7358539817
L151,L171,16.674900558
L153,L171,16.2838333905
L154,L171,28.6013487655
L155,L171,25.3619984255
L156,L171,11.7731332867
L157,L171,13.8736281022
L159,L171,15.3572659839
L162,L171,21.8842726509
L168,L171,14.5281937303
L171,L171,0
L173,L171,7.3299949078
L178,L171,10.0800126549
L179,L171,12.1048380954
L185,L171,8.98307345317
L186,L171,6.88936619682
L191,L171,12.7203469965
L203,L171,25.6851944868
L206,L171,27.7826390112
L213,L171,29.5182560879
L222,L171,31.5295502071
L227,L171,33.6116915256
L229,L171,43.9448402562
L231,L171,17.1225108173
L246,L171,14.2725035739
L247,L171,6.89392293611
L249,L171,8.61846981394
L252,L171,12.5941959564
L262,L171,13.4512250721
L271,L171,15.1142335969
L273,L171,16.4157121998
L274,L171,20.5318179266
L292,L171,22.3272894524
L299,L171,23.9852850882
L309,L171,26.0709106931
L310,L171,27.4156454144
L313,L171,33.810048778
L315,L171,35.9280579235
L321,L171,37.6982673072
L323,L171,39.8245126705
L328,L171,38.6877095669
L333,L171,36.0015430549
L334,L171,32.1481233747
L336,L171,31.872158037
L338,L171,31.7351696974
L349,L171,30.7225689014
L355,L171,20.2660295878
L361,L171,21.005354281
L365,L171,47.90024787
L370,L171,13.8185426471
L371,L171,43.9003811673
L375,L171,24.6692468811
L382,L171,26.3409682223
L385,L171,46.5686175664
L387,L171,41.9869499644
L392,L171,16.1881493303
L393,L171,17.1699867214
L402,L171,20.8096376145
L408,L171,12.8696146556
L411,L171,11.4688141027
L412,L171,9.7572502609
L418,L171,9.3813604447
L423,L171,10.3793451495
L430,L171,15.9064439988
L431,L171,18.0306814829
L437,L171,20.0090345758
L444,L171,21.4566683654
L445,L171,23.8576360585
L469,L171,28.8401266769
L483,L171,21.0668023281
L493,L171,20.7106673945
L495,L171,21.7804192693
L496,L171,23.0519309786
L511,L171,24.3718113382
L527,L171,47.0675590826
L529,L171,45.2871154195
L530,L171,42.8325039579
L540,L171,41.1900778917
L543,L171,20.3260724119
L554,L171,20.5455221296
L556,L171,19.6152362605
L560,L171,30.6806821275
L0,L171,34.1420070249
L7,L173,47.8184171169
L18,L173,47.4503395529
L26,L173,57.5205256497
L33,L173,48.487882396
L36,L173,41.654113862
L38,L173,37.3210024197
L57,L173,33.6336263672
L62,L173,29.0179433658
L63,L173,25.922790344
L70,L173,22.0320916839
L75,L173,19.8660152477
L76,L173,15.7912436188
L77,L173,14.1905602836
L78,L173,15.641579444
L79,L173,13.6719328514
L80,L173,16.524423103
L81,L173,60.2428476613
L82,L173,38.6530484312
L91,L173,37.1614291726
L93,L173,40.1017518432
L99,L173,52.1598017674
L102,L173,49.397095439
L103,L173,45.2464923765
L106,L173,41.243497236
L113,L173,62.213064875
L116,L173,36.4985729168
L122,L173,34.4653111461
L128,L173,32.5044873806
L134,L173,30.6708258603
L135,L173,29.7067119905
L138,L173,29.9922533705
L139,L173,28.9415825272
L141,L173,27.8955868022
L145,L173,26.2623949307
L146,L173,23.8418680124
L147,L173,22.1095707563
L150,L173,20.3425243207
L151,L173,18.9977007245
L153,L173,14.0356643525
L154,L173,26.4733293086
L155,L173,23.1734321603
L156,L173,13.8886587492
L157,L173,16.1594039912
L159,L173,13.0301290115
L162,L173,19.6206946342
L168,L173,12.2025451262
L171,L173,7.3299949078
L173,L173,0
L178,L173,7.79547936886
L179,L173,9.77521058028
L185,L173,11.3126693384
L186,L173,9.2193210353
L191,L173,15.0502474918
L203,L173,27.7997710338
L206,L173,29.8470909425
L213,L173,31.5136518093
L222,L173,33.4573142969
L227,L173,35.4845513065
L229,L173,45.4961996043
L231,L173,15.8111423045
L246,L173,12.893857002
L247,L173,8.01763509136
L249,L173,10.1417279578
L252,L173,14.3149281022
L262,L173,15.0255825471
L271,L173,16.5669421594
L273,L173,17.9270086103
L274,L173,22.1535951133
L292,L173,23.9715537816
L299,L173,25.6621588444
L309,L173,27.8446577131
L310,L173,29.2447193766
L313,L173,35.7474103405
L315,L173,37.8619889793
L321,L173,39.6236401001
L323,L173,41.7490938705
L328,L173,39.1767332129
L333,L173,36.4883722065
L334,L173,32.6357852411
L336,L173,32.4753875391
L338,L173,32.5553721461
L349,L173,31.7728122
L355,L173,17.9947991996
L361,L173,23.3315368402
L365,L173,50.1722577947
L370,L173,15.7899431046
L371,L173,45.8942057923
L375,L173,22.946044478
L382,L173,24.8607923817
L385,L173,48.616074027
L387,L173,43.9330183026
L392,L173,13.9124038979
L393,L173,14.9756525154
L402,L173,18.887957502
L408,L173,10.7868599665
L411,L173,9.62582344703
L412,L173,8.86462447861
L418,L173,9.75550832704
L423,L173,11.6385583575
L430,L173,17.6638127109
L431,L173,19.8185485566
L437,L173,21.7956911698
L444,L173,23.234987263
L445,L173,25.6397613122
L469,L173,30.6098627299
L483,L173,20.9562171033
L493,L173,20.9203595673
L495,L173,22.1810501445
L496,L173,23.6243032224
L511,L173,25.0519751506
L527,L173,47.6556179631
L529,L173,45.9136069236
L530,L173,43.4863645838
L540,L173,41.8650210196
L543,L173,18.315819729
L554,L173,18.3717025922
L556,L173,17.9689989916
L560,L173,30.9187889604
L0,L173,34.6298768916
L7,L178,46.8713324674
L18,L178,46.6932011516
L26,L178,59.2329807368
L33,L178,50.1279281039
L36,L178,43.2125694412
L38,L178,38.8080502294
L57,L178,35.0403847463
L62,L178,30.3385485114
L63,L178,27.1650873899
L70,L178,23.0488834899
L75,L178,20.6896083535
L76,L178,16.055480852
L77,L178,13.6231431876
L78,L178,14.0216896737
L79,L178,11.1834598495
L80,L178,13.9510618904
L81,L178,60.5036165785
L82,L178,39.140183344
L91,L178,37.5525988818
L93,L178,40.6745420319
L99,L178,51.9415971491
L102,L178,49.2087366967
L103,L178,45.1537447929
L106,L178,41.2479172294
L113,L178,63.9546016786
L116,L178,35.5190886629
L122,L178,33.6212498725
L128,L178,31.7363112867
L134,L178,29.9783465202
L135,L178,29.2973632237
L138,L178,29.1449206545
L139,L178,27.8261650949
L141,L178,26.516885718
L145,L178,24.7500363034
L146,L178,22.163482047
L147,L178,20.2824826434
L150,L178,18.3721110748
L151,L178,21.7485453219
L153,L178,11.2420194002
L154,L178,24.436341146
L155,L178,21.0170392789
L156,L178,16.6721857619
L157,L178,18.9450194689
L159,L178,10.4531478579
L162,L178,17.282281821
L168,L178,9.49492818277
L171,L178,10.0800126549
L173,L178,7.79547936885
L178,L178,0
L179,L178,7.17331005687
L185,L178,14.0310830724
L186,L178,11.9528838734
L191,L178,17.7629346109
L203,L178,30.036682072
L206,L178,31.9988425235
L213,L178,33.5557071225
L222,L178,35.3932315614
L227,L178,37.3340430935
L229,L178,46.866779357
L231,L178,15.4939759439
L246,L178,12.6918148409
L247,L178,10.1756751499
L249,L178,12.158793646
L252,L178,16.2329931391
L262,L178,16.7590369
L271,L178,18.109991107
L273,L178,19.4959966949
L274,L178,23.7714365116
L292,L178,25.5936168481
L299,L178,27.3075590468
L309,L178,29.5983056422
L310,L178,31.0634790499
L313,L178,37.6888143237
L315,L178,39.7916204137
L321,L178,41.535625457
L323,L178,43.6543622279
L328,L178,39.2273460078
L333,L178,36.5540594377
L334,L178,32.7339053661
L336,L178,32.7154514967
L338,L178,33.0602571514
L349,L178,32.5691177288
L355,L178,15.2002964234
L361,L178,26.0714932631
L365,L178,52.6626002145
L370,L178,17.9449829747
L371,L178,47.8951979814
L375,L178,21.7285011984
L382,L178,24.0124690505
L385,L178,50.6969212134
L387,L178,45.8652588072
L392,L178,11.6156187983
L393,L178,12.9283307536
L402,L178,17.3821960343
L408,L178,8.19585976943
L411,L178,7.63222327835
L412,L178,8.80224652239
L418,L178,10.8496711654
L423,L178,13.266892048
L430,L178,19.526108473
L431,L178,21.6774487922
L437,L178,23.6248566891
L444,L178,25.036361376
L445,L178,27.4222853577
L469,L178,32.3397455061
L483,L178,20.5245189703
L493,L178,20.8744514549
L495,L178,22.3305552796
L496,L178,23.9476984302
L511,L178,25.4785644206
L527,L178,47.7860962703
L529,L178,46.0983474289
L530,L178,43.7155896678
L540,L178,42.1281839309
L543,L178,15.6824726874
L554,L178,15.6063293068
L556,L178,15.7409066846
L560,L178,30.7328690141
L0,L178,34.7109706142
